original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
Castaway,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,52886,tt0092732,en,"Middle-aged Gerald Kingsland advertises in a London paper for a female companion to spend a year with him on a desert island. The young Lucy Irving takes a chance on contacting him and after a couple of meetings they decide to go ahead. Once on the island things prove a lot less idyllic than in the movies, and gradually it becomes clear that it is Lucy who has the desire and the strength to try and see the year through.",1.540592,/qCrzofMuobtW3kkoIwgUx3zAUNz.jpg,"[{'name': 'United British Artists (UBA)', 'id': 26373}, {'name': 'Cannon Screen Entertainment', 'id': 26374}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1986-03-05,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Castaway,False,6.2,21.0
Coraline,False,,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://coraline.com/,14836,tt0327597,en,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",16.639915,/ybOmHUVVXcwBQErjw7tmeE97fpO.jpg,"[{'name': 'Focus Features', 'id': 10146}, {'name': 'Laika Entertainment', 'id': 11537}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-05,124596398.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be careful what you wish for.,Coraline,False,7.3,1432.0
Sugar,False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.sonyclassics.com/sugar,17003,tt0990413,en,"Sugar is a 2008 sports drama film directed by Anna Boden and Ryan Fleck. It follows the story of Miguel Santos, a. k. a. Sugar (Algenis Perez Soto), a Dominican pitcher from San Pedro de Macorís, struggling to make it to the big leagues and pull himself and his family out of poverty. Playing professionally at a baseball academy in the Dominican Republic, Miguel finally gets his break at age 19 when he advances to the United States' minor league system; but when his play on the mound falters, he begins to question the single-mindedness of his life's ambition.",0.731548,/jd6KXXQht5Xe5fjrseVguMKVzlw.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Serie 23 Productions', 'id': 94624}]","[{'iso_3166_1': 'DO', 'name': 'Dominican Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-03,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Sugar,False,6.5,12.0
Sunshine Cleaning,False,,5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.sunshinecleaning-themovie.com,13090,tt0862846,en,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,9.098119,/9JkxUbOFiomw2Ci8ayTfAT69s0k.jpg,"[{'name': 'Back Lot Pictures', 'id': 7374}, {'name': 'Overture Films', 'id': 12807}, {'name': 'Big Beach Films', 'id': 12808}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-18,16174377.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,life's a messy business.,Sunshine Cleaning,False,6.5,256.0
Observe and Report,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,16991,tt1197628,en,"Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case.",5.666341,/nqde2Ud03uLrekBZaCMXBa16Cm2.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'De Line Pictures', 'id': 2609}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-10,24007324.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Right now, the world needs a hero.",Observe and Report,False,5.6,229.0
In the Loop,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,19833,tt1226774,en,"The US President and the UK Prime Minister are looking to launch a war in the Middle East. The plot follows government officials and advisers in their behind-the-scenes efforts either to promote the war or prevent it. Spinal Tap meets Strangelove. A satirical demolition of Whitehall and Washington: politically astute, hilarious and terrifyingly real.",6.341259,/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Aramid Entertainment Fund', 'id': 3272}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-22,6149791.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The fate of the world is on the line.,In the Loop,False,7.0,194.0
17 Again,False,,20000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.17againmovie.com/,16996,tt0974661,en,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",11.362762,/ldOya8hGmN1Hi439K3qIQsfFnM9.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Offspring Entertainment', 'id': 2378}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-03-11,136267476.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who says you're only young once?,17 Again,False,6.1,1388.0
The Damned United,False,,10000000,"[{'id': 18, 'name': 'Drama'}]",,21641,tt1226271,en,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor",11.545627,/h9xozWgif2RpKbJ7T6M0VSrAguV.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'Left Bank Pictures', 'id': 5340}, {'name': 'Screen Yorkshire Production Fund', 'id': 11560}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-03-27,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They love me for what I'm not... ...they hate me for what I am.,The Damned United,False,7.2,156.0
Moon,False,,5000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",http://www.sonyclassics.com/moon/,17431,tt1182345,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",13.336773,/2tgl9q3ZaVQUfSsbftqhRxXCElB.jpg,"[{'name': 'Liberty Films UK', 'id': 3316}, {'name': 'Lunar Industries', 'id': 3317}, {'name': 'Xingu Films', 'id': 3318}, {'name': 'Limelight Fund', 'id': 12018}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-06-12,9760104.0,97.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The last place you'd ever expect to find yourself.,Moon,False,7.6,1831.0
Star Trek,False,"{'id': 115575, 'name': 'Star Trek: Alternate Reality Collection', 'poster_path': '/w2IVqa43Ge49mrY3qSaJWpyDtz6.jpg', 'backdrop_path': '/gWl5pN2FplE709aVtA4lakwsE6t.jpg'}",150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,13475,tt0796366,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",15.362632,/6V0CY7pwdDOCDS2XqNWahmIlVYh.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'MavroCine Pictures GmbH & Co. KG', 'id': 23419}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-06,385680446.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The future begins.,Star Trek,False,7.4,4574.0
Terminator Salvation,False,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.warnerbros.com/terminator-salvation,534,tt0438488,en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",16.507496,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'The Halcyon Company', 'id': 4021}, {'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-20,371353001.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The End Begins.,Terminator Salvation,False,5.9,2496.0
The Brothers Bloom,False,,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.brothersbloom.com/,21755,tt0844286,en,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",7.973126,/xIz8iwzyjgWGzcIwHKpqhBs77ML.jpg,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Endgame Entertainment', 'id': 1205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-09,5530764.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,They'd never let the truth come between them.,The Brothers Bloom,False,6.8,206.0
Up,False,,175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",http://disney.go.com/disneypictures/up/,14160,tt1049413,en,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",19.330884,/nk11pvocdb5zbFhX5oq5YiLPYMo.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-13,735099082.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Up,False,7.8,7048.0
The Hangover,False,"{'id': 86119, 'name': 'The Hangover Collection', 'poster_path': '/aMmNLuyXvdBih1R5RRHtdtNaS6N.jpg', 'backdrop_path': '/uEtsf26a9RsRDy85MOIv1xAj44x.jpg'}",35000000,"[{'id': 35, 'name': 'Comedy'}]",http://hangoverpart2.warnerbros.com/dvd/,18785,tt1119646,en,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",23.947351,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IFP Westcoast Erste', 'id': 12235}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-05,459270619.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some guys just can't handle Vegas.,The Hangover,False,7.2,6324.0
Jimmy and Judy,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.jimmyandjudymovie.com/,18869,tt0425151,en,Two misunderstood suburban kids challenge society and run from the police while documenting all of their deeds with a digital camera.,1.9939,/5v9y8NbxM8e1vKjJRHIRz7BVkZo.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-01-01,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jimmy and Judy,False,5.4,8.0
The Imaginarium of Doctor Parnassus,False,,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",http://doctorparnassus.com/,8054,tt1054606,en,A traveling theater company gives its audience much more than they were expecting.,6.859934,/luvHWGTKOaPdOpvEtKmTKdRjZzw.jpg,"[{'name': 'Infinity Features Entertainment', 'id': 212}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'The Movie Network', 'id': 808}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'British Columbia Film', 'id': 10316}, {'name': 'Province of British Columbia Film Incentive BC', 'id': 11567}, {'name': 'Movie Central', 'id': 11575}, {'name': 'Grosvenor Park Productions', 'id': 17449}, {'name': 'Poo Poo Pictures', 'id': 23116}, {'name': 'Parnassus Productions', 'id': 55990}, {'name': 'U.K. Tax Credit', 'id': 55991}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-10-01,64352607.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Imaginarium of Doctor Parnassus,False,6.3,885.0
The Ugly Truth,False,,38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.thetruthisntpretty.com/,20943,tt1142988,en,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",8.450799,/xbIEfRy1qLYyChHc3cqaYLIWdVS.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-24,205298907.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The battle of the sexes is on.,The Ugly Truth,False,6.4,1005.0
Obsessed,False,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.areyouobsessed.com,17335,tt1198138,en,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",7.175154,/RWi5OB2Exwvyhvy2xsQSzmJUZm.jpg,"[{'name': 'Sony Pictures', 'id': 34}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-24,73830340.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sharon and Derek have all they've ever wanted... but someone else wants it more.,Obsessed,False,5.1,138.0
Pandorum,False,,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.pandorummovie.com/,19898,tt1188729,en,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",10.391425,/qFd7dNvV1neXBV5OZdU5jOhdDZ6.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-09-08,20645327.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Don't fear the end of the world. Fear what happens next.,Pandorum,False,6.5,783.0
The Men Who Stare at Goats,False,,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",http://www.themenwhostareatgoatsmovie.com/,10313,tt1234548,en,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",6.253084,/dCr1NYTxj7jJi2OlreTzCH7xJcM.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Smoke House', 'id': 1782}, {'name': 'Ruby Films', 'id': 2054}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-17,68729358.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No goats. No glory.,The Men Who Stare at Goats,False,5.9,755.0
Extract,False,,8000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.extract-the-movie.com/,12569,tt1225822,en,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",11.23915,/j13qLGBu3WBbyPPTfWAHj8jucQI.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-03,10848783.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sticking it to the man has never looked so good.,Extract,False,5.7,192.0
Gamer,False,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://gamerthemovie.com,18501,tt1034032,en,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",9.730681,/csbqdb7VUhGDkNsS3hjV16pwZ9e.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-03,40828540.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In the near future, you don't live to play... you'll play to live.",Gamer,False,5.6,778.0
The Invention of Lying,False,,18500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",http://the-invention-of-lying.warnerbros.com/,23082,tt1058017,en,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",7.087161,/x2CsqtcSqGcrkpMIQCUum5JDiHg.jpg,"[{'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': '1821 Pictures', 'id': 14358}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-13,31912793.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,False,6.0,523.0
Surrogates,False,,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://chooseyoursurrogate.com/,19959,tt0986263,en,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",16.211937,/pHAnrezPCpWzNYYceLivTMcQ4jM.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'Top Shelf Productions', 'id': 41978}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-24,122444772.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,How do you save humanity when the only thing that's real is you?,Surrogates,False,5.9,1219.0
Whiteout,False,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.whiteoutmovie.com/,22787,tt0365929,en,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",7.759722,/oC28DSfylqtkf8AWkr0cVj7TcjS.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Ontario Media Development Corporation (OMDC)', 'id': 11576}, {'name': 'Manitoba Film and Video Production Tax Credit', 'id': 11715}, {'name': 'McMurdo (Canada) Productions', 'id': 20572}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-09,12206028.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,See Your Last Breath,Whiteout,False,5.3,225.0
An Education,False,,7500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.sonyclassics.com/aneducation/,24684,tt1174732,en,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",8.593196,/n0mH5BgPjlMWJLWKhjtf5MDRrm9.jpg,"[{'name': 'BBC Films', 'id': 288}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-29,26096852.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An education isn't always by the book.,An Education,False,6.9,423.0
All About Steve,False,,15000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.allaboutstevemovie.com/,23706,tt0881891,en,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",9.288013,/Ap0Lx5mv2tvE3LL8U3VQfCNdziL.jpg,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-04,40105542.0,99.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A Comedy That Clings,All About Steve,False,4.7,302.0
Law Abiding Citizen,False,,53000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,22803,tt1197624,en,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,16.639047,/p7zwLp8gCKyrNLCHP3RhmN5izHo.jpg,"[{'name': 'Film Department, The', 'id': 5257}, {'name': 'Evil Twins', 'id': 5802}, {'name': 'Warp Films', 'id': 12180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-15,126690726.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The System Must Pay.,Law Abiding Citizen,False,7.2,1522.0
Up in the Air,False,,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.theupintheairmovie.com/,22947,tt1193138,en,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",8.338562,/skp6h2el5rsaRmlzBhWZ6ZPyW2i.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rickshaw Productions', 'id': 2201}, {'name': 'Cold Spring Pictures', 'id': 2363}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'DW Studios', 'id': 10261}, {'name': 'Right of Way Films', 'id': 32157}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-05,163670000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a man ready to make a connection.,Up in the Air,False,6.7,1246.0
Creation,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://creationthemovie.com/,30431,tt0974014,en,"A psychological, heart-wrenching love story that provides a unique and inside look at Charles Darwin. Torn between faith and science, he struggles to finish his legendary book ""On the Origin of the Species,"" which goes on to become the foundation for evolutionary biology.",3.744449,/oojdSlYwmOHK2rkx6RkKoVK61t1.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'HanWay Films', 'id': 2395}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Ocean Pictures', 'id': 7433}, {'name': 'Recorded Picture Company (RPC)', 'id': 11561}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-09-25,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Creation,False,6.6,71.0
